sampleID,filename_R1,extraction_no,label,growth_t4_corrected,in_obj_TempOrigin,in_obj_TempSurface,seq_DNA16S,seq_RNAmetatr,Sample_or_Control,sample_typ,sample_combi_this_is_treatment_group,last_timepoint,died_during_experiment,treat_origin,treat_temp,treat_surface,tank,pseudorep,dayt,swab,order,growth_punch,punch_length_t1t2,growth_rate_t1t2,punch_length_t2t3,growth_rate_t2t3,punch_length_t3t4,punch_length_t3t4_corrected,growth_rate_t3t4,growth_rate_t3t4_corrected,punch_length_t1t3,growth_rate_t1t3,punch_length_t1t4,punch_length_t1t4_corrected,growth_rate_t1t4,growth_rate_t1t4_corrected,bleach_bl,bleach_bl_t1,bleach_bl_t2,bleach_bl_t3,bleach_bl_t4,weight_punch,FvFm,wartz,weight_t3 samples,weight_t3 leftover,length_bl_t1,length_total_t1,weight_total_t1,diam_bulb_t1,length_sthf_t1,length_sthf_t4,survival_status
121_i-ia-t0,,121,initial_sample_DNA16S,False,True,True,True,False,true sample,swab,kelp_initial,,,initial,ambient,initial,i,a,t0,blade,1,,,,,,,,,,,,,,,,,,,,,,,na,,,,,,,,,
122_i-ib-t0,,122,initial_sample_DNA16S,False,True,True,True,False,true sample,swab,kelp_initial,,,initial,ambient,initial,i,b,t0,blade,2,,,,,,,,,,,,,,,,,,,,,,,na,,,,,,,,,
151_i-ic-t0,,151,initial_sample_DNA16S,False,True,True,True,False,true sample,swab,kelp_initial,,,initial,ambient,initial,i,c,t0,blade,3,,,,,,,,,,,,,,,,,,,,,,,na,,,,,,,,,
237_i-id-t0,,237,initial_sample_DNA16S,False,True,True,True,False,true sample,swab,kelp_initial,,,initial,ambient,initial,i,d,t0,blade,4,,,,,,,,,,,,,,,,,,,,,,,na,,,,,,,,,
238_i-ie-t0,,238,initial_sample_DNA16S,False,True,True,True,False,true sample,swab,kelp_initial,,,initial,ambient,initial,i,e,t0,blade,5,,,,,,,,,,,,,,,,,,,,,,,na,,,,,,,,,
239_i-if-t0,,239,initial_sample_DNA16S,False,True,True,True,False,true sample,swab,kelp_initial,,,initial,ambient,initial,i,f,t0,blade,6,,,,,,,,,,,,,,,,,,,,,,,na,,,,,,,,,
131_w10n-3B-t1,,131,kelp_wild10nat_3B_DNA16S_survived_t4,False,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,3,B,t1,blade,7,3,,,,,,,,,,,,,,,0,0,0,3,2,,,present,,,17.5,62.2,14.09,27.5,17.2,,survived_t4
X_w10n-3B-t2,,,kelp_wild10nat_3B_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,3,B,t2,na,389,9,6,1.5,,,,,,,,,,,,,0,0,0,3,2,,,,,,,,,,,,survived_t4
258_w10n-3B-t3,,258,kelp_wild10nat_3B_DNA16S_survived_t4,False,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,3,B,t3,blade,8,13,,,4,1,,,,,10,1.25,,,,,3,0,0,3,2,,0.715,,0.9,2.42,,,,,,,survived_t4
31_w10n-3B-t4,,31,kelp_wild10nat_3B_DNA16S_survived_t4,False,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,3,B,t4,blade,9,18.5,,,,,5.5,5.5,1.833333333,1.833333333,,,15.5,15.5,1.409090909,1.409090909,2,0,0,3,2,0.08,,present,,,,,,,,22.5,survived_t4
147_w10n-3D-t1,,147,kelp_wild10nat_3D_DNA16S_survived_t4,False,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,3,D,t1,blade,10,3,,,,,,,,,,,,,,,0,0,1,2,5,,,present,,,22,86.7,18.39,28.5,36.2,,survived_t4
X_w10n-3D-t2,,,kelp_wild10nat_3D_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,3,D,t2,na,394,6.5,3.5,0.875,,,,,,,,,,,,,1,0,1,2,5,,,,,,,,,,,,survived_t4
270_w10n-3D-t3,NS.X0321.002.NEBNext_dual_i7_208---NEBNext_dual_i5_256.270_w10n-3D-t3_R1.fastq.gz,270,kelp_wild10nat_3D_DNA16S_RNA_survived_t4,False,True,True,True,True,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,3,D,t3,blade,11,14,,,7.5,1.875,,,,,11,1.375,,,,,2,0,1,2,5,,0.736,,0.94,0.92,,,,,,,survived_t4
61_w10n-3D-t4,,61,kelp_wild10nat_3D_DNA16S_survived_t4,False,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,3,D,t4,blade,12,20,,,,,6,6,2,2,,,17,17,1.545454545,1.545454545,5,0,1,2,5,0.07,,present,,,,,,,,39.5,survived_t4
204_w10n-3F-t1,,204,kelp_wild10nat_3F_DNA16S_survived_t4,False,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,3,F,t1,blade,13,3,,,,,,,,,,,,,,,0,0,0,0,2,,,absent,,,27,87.3,15.35,24.5,35.8,,survived_t4
X_w10n-3F-t2,,,kelp_wild10nat_3F_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,3,F,t2,na,399,9,6,1.5,,,,,,,,,,,,,0,0,0,0,2,,,,,,,,,,,,survived_t4
301_w10n-3F-t3,,301,kelp_wild10nat_3F_DNA16S_survived_t4,False,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,3,F,t3,blade,14,17.5,,,8.5,2.125,,,,,14.5,1.8125,,,,,0,0,0,0,2,,0.78,,1.28,1.87,,,,,,,survived_t4
73_w10n-3F-t4,,73,kelp_wild10nat_3F_DNA16S_survived_t4,False,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,3,F,t4,blade,15,21,,,,,3.5,3.5,1.166666667,1.166666667,,,18,18,1.636363636,1.636363636,2,0,0,0,2,0.08,,present,,,,,,,,50,survived_t4
132_w10n-6B-t1,,132,kelp_wild10nat_6B_DNA16S_survived_t4,True,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,6,B,t1,blade,16,3,,,,,,0,,0,,,,,,,0,0,1,1,0,,,present,,,11.4,44,2.86,16.5,16.1,,survived_t4
X_w10n-6B-t2,,,kelp_wild10nat_6B_no_sequence_survived_t4,True,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,6,B,t2,na,404,7.5,4.5,1.125,,,,0,,0,,,,,,,1,0,1,1,0,,,,,,,,,,,,survived_t4
259_w10n-6B-t3,,259,kelp_wild10nat_6B_DNA16S_survived_t4,True,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,6,B,t3,blade,17,12.5,,,5,1.25,,0,,0,9.5,1.1875,,9.5,,1.1875,1,0,1,1,0,,0.763,,0.99,1.11,,,,,,,survived_t4
32_w10n-6B-t4,,32,kelp_wild10nat_6B_DNA16S_survived_t4,True,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,6,B,t4,blade,18,10,,,,,-2.5,0,-0.833333333,0,,,7,,0.636363636,,0,0,1,1,0,0.05,,present,,,,,,,,18,survived_t4
148_w10n-6D-t1,,148,kelp_wild10nat_6D_DNA16S_survived_t4,False,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,6,D,t1,blade,19,3,,,,,,,,,,,,,,,0,0,0,3,1,,,present,,,27,113.5,17.89,30,56.5,,survived_t4
X_w10n-6D-t2,,,kelp_wild10nat_6D_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,6,D,t2,na,409,8.5,5.5,1.375,,,,,,,,,,,,,0,0,0,3,1,,,,,,,,,,,,survived_t4
271_w10n-6D-t3,,271,kelp_wild10nat_6D_DNA16S_survived_t4,False,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,6,D,t3,blade,20,14.5,,,6,1.5,,,,,11.5,1.4375,,,,,3,0,0,3,1,,0.809,,0.87,2.07,,,,,,,survived_t4
74_w10n-6D-t4,,74,kelp_wild10nat_6D_DNA16S_survived_t4,False,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,6,D,t4,blade,21,20,,,,,5.5,5.5,1.833333333,1.833333333,,,17,17,1.545454545,1.545454545,1,0,0,3,1,0.07,,present,,,,,,,,67,survived_t4
227_w10n-6F-t1,,227,kelp_wild10nat_6F_DNA16S_died_t3,False,True,True,True,False,true sample,swab,kelp_wild10nat,t3,True,wild,10,nat,6,F,t1,blade,22,3,,,,,,,,,,,,,,,0,0,0,5,3,,,present,,,23.2,91.6,15.08,32,36.4,,died_t3
X_w10n-6F-t2,,,kelp_wild10nat_6F_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild10nat,t3,True,wild,10,nat,6,F,t2,na,414,8.5,5.5,1.375,,,,,,,,,,,,,0,0,0,5,3,,,,,,,,,,,,died_t3
302_w10n-6F-t3,,302,kelp_wild10nat_6F_DNA16S_died_t3,False,True,True,True,False,true sample,swab,kelp_wild10nat,t3,True,wild,10,nat,6,F,t3,blade,23,11,,,2.5,0.625,,,,,8,1,,,,,5,0,0,5,3,,0.772,,1.36,2.4,,,,,,,died_t3
114_w10n-6F-t4,,114,kelp_wild10nat_6F_DNA16S_died_t3,False,True,True,True,False,true sample,swab,kelp_wild10nat,t3,True,wild,10,nat,6,F,t4,blade,24,,,,,,,,,,,,,,,,3,0,0,5,3,0.07,,present,,,,,,,,40.5,died_t3
133_w10n-22B-t1,,133,kelp_wild10nat_22B_DNA16S_died_t2,False,True,True,True,False,true sample,swab,kelp_wild10nat,t2,True,wild,10,nat,22,B,t1,blade,25,3,,,,,,,,,,,,,,,0,0,2,70,2,,,absent,,,14,39.5,2.69,13,12.5,,died_t2
X_w10n-22B-t2,,,kelp_wild10nat_22B_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,22,B,t2,na,419,3.5,0.5,0.125,,,,,,,,,,,,,2,0,2,70,2,,,,,,,,,,,,died_t2
260_w10n-22B-t3,,260,kelp_wild10nat_22B_DNA16S_died_t2,False,True,True,True,False,true sample,swab,kelp_wild10nat,t2,True,wild,10,nat,22,B,t3,blade,26,,,,,,,,,,,,,,,,70,0,2,70,2,,0.789,,0,0.22,,,,,,,died_t2
33_w10n-22B-t4,,33,kelp_wild10nat_22B_DNA16S_died_t2,False,True,True,True,False,true sample,swab,kelp_wild10nat,t2,True,wild,10,nat,22,B,t4,blade,27,,,,,,,,,,,,,,,,2,0,2,70,2,,,present,,,,,,,,12.5,died_t2
205_w10n-22C-t1,,205,kelp_wild10nat_22C_DNA16S_survived_t4,False,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,22,C,t1,blade,28,3,,,,,,,,,,,,,,,0,0,2,15,15,,,present,,,19,48.7,5.89,16.5,13.2,,survived_t4
X_w10n-22C-t2,,,kelp_wild10nat_22C_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,22,C,t2,na,420,4.5,1.5,0.375,,,,,,,,,,,,,2,0,2,15,15,,,,,,,,,,,,survived_t4
272_w10n-22C-t3,,272,kelp_wild10nat_22C_DNA16S_survived_t4,False,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,22,C,t3,blade,29,6.5,,,2,0.5,,,,,3.5,0.4375,,,,,15,0,2,15,15,,0.757,,0,0.7,,,,,,,survived_t4
63_w10n-22C-t4,,63,kelp_wild10nat_22C_DNA16S_survived_t4,False,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,22,C,t4,blade,30,7,,,,,0.5,0.5,0.166666667,0.166666667,,,4,4,0.363636364,0.363636364,15,0,2,15,15,0.06,,present,,,,,,,,14.2,survived_t4
228_w10n-22E-t1,,228,kelp_wild10nat_22E_DNA16S_survived_t4,True,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,22,E,t1,blade,31,3,,,,,,0,,0,,,,,,,0,0,2,10,5,,,present,,,22.3,69.8,5.23,15,32.5,,survived_t4
X_w10n-22E-t2,,,kelp_wild10nat_22E_no_sequence_survived_t4,True,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,22,E,t2,na,425,6.5,3.5,0.875,,,,0,,0,,,,,,,2,0,2,10,5,,,,,,,,,,,,survived_t4
303_w10n-22E-t3,,303,kelp_wild10nat_22E_DNA16S_survived_t4,True,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,22,E,t3,blade,32,12.5,,,6,1.5,,0,,0,9.5,1.1875,,9.5,,1.1875,10,0,2,10,5,,0.765,,0,1.77,,,,,,,survived_t4
75_w10n-22E-t4,,75,kelp_wild10nat_22E_DNA16S_survived_t4,True,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,22,E,t4,blade,33,11.5,,,,,-1,0,-0.333333333,0,,,8.5,,0.772727273,,5,0,2,10,5,0.07,,present,,,,,,,,34.5,survived_t4
134_w10n-35B-t1,,134,kelp_wild10nat_35B_DNA16S_survived_t4,False,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,35,B,t1,blade,34,3,,,,,,,,,,,,,,,0,0,1,2,5,,,present,,,31,66.5,12.17,19.5,16,,survived_t4
X_w10n-35B-t2,,,kelp_wild10nat_35B_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,35,B,t2,na,434,12,9,2.25,,,,,,,,,,,,,1,0,1,2,5,,,,,,,,,,,,survived_t4
261_w10n-35B-t3,NS.X0321.002.NEBNext_dual_i7_209---NEBNext_dual_i5_257.261_w10n-35B-t3_R1.fastq.gz,261,kelp_wild10nat_35B_DNA16S_RNA_survived_t4,False,True,True,True,True,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,35,B,t3,blade,35,22,,,10,2.5,,,,,19,2.375,,,,,2,0,1,2,5,,0.77,,1.14,2.08,,,,,,,survived_t4
34_w10n-35B-t4,,34,kelp_wild10nat_35B_DNA16S_survived_t4,False,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,35,B,t4,blade,36,35,,,,,13,13,4.333333333,4.333333333,,,32,32,2.909090909,2.909090909,5,0,1,2,5,0.07,,present,,,,,,,,25.5,survived_t4
206_w10n-35C-t1,,206,kelp_wild10nat_35C_DNA16S_survived_t4,False,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,35,C,t1,blade,37,3,,,,,,,,,,,,,,,0,0,1,3,3,,,present,,,16.5,36.5,3.38,12,8,,survived_t4
X_w10n-35C-t2,,,kelp_wild10nat_35C_no_sequence_survived_t4,False,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,35,C,t2,na,435,9,6,1.5,,,,,,,,,,,,,1,0,1,3,3,,,,,,,,,,,,survived_t4
273_w10n-35C-t3,,273,kelp_wild10nat_35C_DNA16S_survived_t4,False,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,35,C,t3,blade,38,14.5,,,5.5,1.375,,,,,11.5,1.4375,,,,,3,0,1,3,3,,0.702,,1,1.66,,,,,,,survived_t4
64_w10n-35C-t4,,64,kelp_wild10nat_35C_DNA16S_survived_t4,False,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,35,C,t4,blade,39,15.5,,,,,1,1,0.333333333,0.333333333,,,12.5,12.5,1.136363636,1.136363636,3,0,1,3,3,0.06,,present,,,,,,,,9.2,survived_t4
229_w10n-35F-t1,,229,kelp_wild10nat_35F_DNA16S_survived_t4,True,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,35,F,t1,blade,40,3,,,,,,0,,0,,,,,,,0,0,1,5,20,,,present,,,18,66.5,13.67,26,22.5,,survived_t4
X_w10n-35F-t2,,,kelp_wild10nat_35F_no_sequence_survived_t4,True,True,True,False,False,,,kelp_wild10nat,t4,False,wild,10,nat,35,F,t2,na,444,6.5,3.5,0.875,,,,0,,0,,,,,,,1,0,1,5,20,,,,,,,,,,,,survived_t4
304_w10n-35F-t3,NS.X0321.002.NEBNext_dual_i7_210---NEBNext_dual_i5_258.304_w10n-35F-t3_R1.fastq.gz,304,kelp_wild10nat_35F_DNA16S_RNA_survived_t4,True,True,True,True,True,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,35,F,t3,blade,41,6.5,,,0,0,,0,,0,3.5,0.4375,,3.5,,0.4375,5,0,1,5,20,,0.801,,0.93,1.62,,,,,,,survived_t4
115_w10n-35F-t4,,115,kelp_wild10nat_35F_DNA16S_survived_t4,True,True,True,True,False,true sample,swab,kelp_wild10nat,t4,False,wild,10,nat,35,F,t4,blade,42,5.5,,,,,-1,0,-0.333333333,0,,,2.5,,0.227272727,,20,0,1,5,20,0.07,,present,,,,,,,,24.3,survived_t4
135_w10n-40A-t1,,135,kelp_wild10nat_40A_DNA16S_died_t2,False,True,True,True,False,true sample,swab,kelp_wild10nat,t2,True,wild,10,nat,40,A,t1,blade,43,3,,,,,,,,,,,,,,,0,0,5,7,5,,,present,,,18,38.4,3.36,9,11.4,,died_t2
X_w10n-40A-t2,,,kelp_wild10nat_40A_no_sequence_died_t2,False,True,True,False,False,,,kelp_wild10nat,t2,True,wild,10,nat,40,A,t2,na,445,4.5,1.5,0.375,,,,,,,,,,,,,5,0,5,7,5,,,,,,,,,,,,died_t2
262_w10n-40A-t3,,262,kelp_wild10nat_40A_DNA16S_died_t2,False,True,True,True,False,true sample,swab,kelp_wild10nat,t2,True,wild,10,nat,40,A,t3,blade,44,,,,,,,,,,,,,,,,7,0,5,7,5,,0.73,,0,0.3,,,,,,,died_t2
35_w10n-40A-t4,,35,kelp_wild10nat_40A_DNA16S_died_t2,False,True,True,True,False,true sample,swab,kelp_wild10nat,t2,True,wild,10,nat,40,A,t4,blade,45,,,,,,,,,,,,,,,,5,0,5,7,5,0.06,,,,,,,,,,8,died_t2
207_w10n-40B-t1,,207,kelp_wild10nat_40B_DNA16S_died_t3,False,True,True,True,False,true sample,swab,kelp_wild10nat,t3,True,wild,10,nat,40,B,t1,blade,46,3,,,,,,,,,,,,,,,0,0,5,10,0,,,present,,,17,40.9,2.23,7,16.9,,died_t3
X_w10n-40B-t2,,,kelp_wild10nat_40B_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild10nat,t3,True,wild,10,nat,40,B,t2,na,446,5,2,0.5,,,,,,,,,,,,,5,0,5,10,0,,,,,,,,,,,,died_t3
274_w10n-40B-t3,,274,kelp_wild10nat_40B_DNA16S_died_t3,False,True,True,True,False,true sample,swab,kelp_wild10nat,t3,True,wild,10,nat,40,B,t3,blade,47,5.5,,,0.5,0.125,,,,,2.5,0.3125,,,,,10,0,5,10,0,,0.717,,0,0.21,,,,,,,died_t3
65_w10n-40B-t4,,65,kelp_wild10nat_40B_DNA16S_died_t3,False,True,True,True,False,true sample,swab,kelp_wild10nat,t3,True,wild,10,nat,40,B,t4,blade,48,,,,,,,,,,,,,,,,0,0,5,10,0,0.06,,,,,,,,,,13.8,died_t3
230_w10n-40C-t1,,230,kelp_wild10nat_40C_DNA16S_died_t3,False,True,True,True,False,true sample,swab,kelp_wild10nat,t3,True,wild,10,nat,40,C,t1,blade,49,3,,,,,,,,,,,,,,,0,0,10,15,50,,,absent,,,22,52.4,6.57,18,12.4,,died_t3
X_w10n-40C-t2,,,kelp_wild10nat_40C_no_sequence_died_t3,False,True,True,False,False,,,kelp_wild10nat,t3,True,wild,10,nat,40,C,t2,na,447,4,1,0.25,,,,,,,,,,,,,10,0,10,15,50,,,,,,,,,,,,died_t3
305_w10n-40C-t3,,305,kelp_wild10nat_40C_DNA16S_died_t3,False,True,True,True,False,true sample,swab,kelp_wild10nat,t3,True,wild,10,nat,40,C,t3,blade,50,5,,,1,0.25,,,,,2,0.25,,,,,15,0,10,15,50,,0.734,,0,0.75,,,,,,,died_t3
77_w10n-40C-t4,,77,kelp_wild10nat_40C_DNA16S_died_t3,False,True,True,True,False,true sample,swab,kelp_wild10nat,t3,True,wild,10,nat,40,C,t4,blade,51,,,,,,,,,,,,,,,,50,0,10,15,50,0.05,,present,,,,,,,,13.2,died_t3
158_w10d-12A-t1,,158,kelp_wild10disr_12A_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,12,A,t1,blade,52,3,,,,,,,,,,,,,,,0,0,70,45,7,,,present,,,22,65.2,7.15,21,22.2,,survived_t4
X_w10d-12A-t2,,,kelp_wild10disr_12A_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild10disr,t4,False,wild,10,disr,12,A,t2,na,460,7,4,1,,,,,,,,,,,,,70,0,70,45,7,,,,,,,,,,,,survived_t4
253_w10d-12A-t3,NS.X0321.002.NEBNext_dual_i7_211---NEBNext_dual_i5_259.253_w10d-12A-t3_R1.fastq.gz,253,kelp_wild10disr_12A_DNA16S_RNA_survived_t4,False,False,True,True,True,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,12,A,t3,blade,53,11,,,4,1,,,,,8,1,,,,,45,0,70,45,7,,0.648,,0,1.07,,,,,,,survived_t4
26_w10d-12A-t4,,26,kelp_wild10disr_12A_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,12,A,t4,blade,54,11,,,,,0,0,0,0,,,8,8,0.727272727,0.727272727,7,0,70,45,7,0.06,,present,,,,,,,,23.3,survived_t4
210_w10d-12B-t1,,210,kelp_wild10disr_12B_DNA16S_died_t2,False,False,True,True,False,true sample,swab,kelp_wild10disr,t2,True,wild,10,disr,12,B,t1,blade,55,3,,,,,,,,,,,,,,,0,0,95,,,,,absent,,,22.1,79.6,7.11,20,37.5,,died_t2
X_w10d-12B-t2,,,kelp_wild10disr_12B_no_sequence_died_t2,False,False,True,False,False,,,kelp_wild10disr,t2,True,wild,10,disr,12,B,t2,na,461,7,4,1,,,,,,,,,,,,,95,0,95,,,,,,,,,,,,,,died_t2
X_w10d-12B-t3,,,kelp_wild10disr_12B_no_sequence_died_t2,False,False,True,False,False,,,kelp_wild10disr,t2,True,wild,10,disr,12,B,t3,na,462,,,,,,,,,,,,,,,,na,0,95,,,,na,,0,0,,,,,,,died_t2
X_w10d-12B-t4,,,kelp_wild10disr_12B_no_sequence_died_t2,False,False,True,False,False,,,kelp_wild10disr,t2,True,wild,10,disr,12,B,t4,na,463,,,,,,,,,,,,,,,,na,0,95,,,,,na,,,,,,,,na,died_t2
231_w10d-12C-t1,,231,kelp_wild10disr_12C_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,12,C,t1,blade,56,3,,,,,,,,,,,,,,,0,0,60,45,20,,,absent,,,17.2,35.5,2.27,9,9.3,,survived_t4
X_w10d-12C-t2,,,kelp_wild10disr_12C_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild10disr,t4,False,wild,10,disr,12,C,t2,na,464,7,4,1,,,,,,,,,,,,,60,0,60,45,20,,,,,,,,,,,,survived_t4
265_w10d-12C-t3,,265,kelp_wild10disr_12C_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,12,C,t3,blade,57,13,,,6,1.5,,,,,10,1.25,,,,,45,0,60,45,20,,0.709,,0,0.91,,,,,,,survived_t4
46_w10d-12C-t4,,46,kelp_wild10disr_12C_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,12,C,t4,blade,58,14.5,,,,,1.5,1.5,0.5,0.5,,,11.5,11.5,1.045454545,1.045454545,20,0,60,45,20,,,present,,,,,,,,10,survived_t4
159_w10d-18A-t1,,159,kelp_wild10disr_18A_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,18,A,t1,blade,59,3,,,,,,0,,0,,,,,,,0,0,40,15,35,,,present,,,21.5,62.4,6.55,18.5,22.4,,survived_t4
X_w10d-18A-t2,,,kelp_wild10disr_18A_no_sequence_survived_t4,True,False,True,False,False,,,kelp_wild10disr,t4,False,wild,10,disr,18,A,t2,na,465,6,3,0.75,,,,0,,0,,,,,,,40,0,40,15,35,,,,,,,,,,,,survived_t4
254_w10d-18A-t3,,254,kelp_wild10disr_18A_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,18,A,t3,blade,60,9,,,3,0.75,,0,,0,6,0.75,,6,,0.75,15,0,40,15,35,,0.781,,0,1.27,,,,,,,survived_t4
27_w10d-18A-t4,,27,kelp_wild10disr_18A_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,18,A,t4,blade,61,6.5,,,,,-2.5,0,-0.833333333,0,,,3.5,,0.318181818,,35,0,40,15,35,0.05,,present,,,,,,,,23.8,survived_t4
211_w10d-18B-t1,,211,kelp_wild10disr_18B_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,18,B,t1,blade,62,3,,,,,,0,,0,,,,,,,0,0,80,55,10,,,present,,,9.8,40,2.48,12,18.2,,survived_t4
X_w10d-18B-t2,,,kelp_wild10disr_18B_no_sequence_survived_t4,True,False,True,False,False,,,kelp_wild10disr,t4,False,wild,10,disr,18,B,t2,na,466,5.5,2.5,0.625,,,,0,,0,,,,,,,80,0,80,55,10,,,,,,,,,,,,survived_t4
266_w10d-18B-t3,,266,kelp_wild10disr_18B_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,18,B,t3,blade,63,6.5,,,1,0.25,,0,,0,3.5,0.4375,,3.5,,0.4375,55,0,80,55,10,,0.848,,0,0.27,,,,,,,survived_t4
47_w10d-18B-t4,,47,kelp_wild10disr_18B_DNA16S_survived_t4,True,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,18,B,t4,blade,64,4,,,,,-2.5,0,-0.833333333,0,,,1,,0.090909091,,10,0,80,55,10,0.05,,present,,,,,,,,18.7,survived_t4
232_w10d-18C-t1,,232,kelp_wild10disr_18C_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,18,C,t1,blade,65,3,,,,,,,,,,,,,,,0,0,80,60,40,,,present,,,18,78,12.96,27.5,32.5,,survived_t4
X_w10d-18C-t2,,,kelp_wild10disr_18C_no_sequence_survived_t4,False,False,True,False,False,,,kelp_wild10disr,t4,False,wild,10,disr,18,C,t2,na,467,6.5,3.5,0.875,,,,,,,,,,,,,80,0,80,60,40,,,,,,,,,,,,survived_t4
287_w10d-18C-t3,,287,kelp_wild10disr_18C_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,18,C,t3,blade,66,11.5,,,5,1.25,,,,,8.5,1.0625,,,,,60,0,80,60,40,,0.731,,0,0.65,,,,,,,survived_t4
66_w10d-18C-t4,,66,kelp_wild10disr_18C_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,18,C,t4,blade,67,13.5,,,,,2,2,0.666666667,0.666666667,,,10.5,10.5,0.954545455,0.954545455,40,0,80,60,40,0.07,,present,,,,,,,,34.8,survived_t4
160_w10d-30A-t1,,160,kelp_wild10disr_30A_DNA16S_survived_t4,False,False,True,True,False,true sample,swab,kelp_wild10disr,t4,False,wild,10,disr,30,A,t1,blade,68,3,,,,,,,,,,,,,,,0,0,10,15,10,,,absent,,,24,49.3,6.45,14,11.3,,survived_t4
